""	"SYM"	"TradDays"	"nonTradDays"	"AlphaP"	"Sd.P"	"AlphaN"	"Sd.N"
"631"	"GAME"	366	NA	3.74028038479039	0.200389147977369	3.24708172306766	0.167954773610226
"632"	"GAP"	307	59	3.17244897670563	0.157606013717573	3.73868665203685	0.206436273708201
"633"	"GAS"	366	NA	3.32034758986655	0.17294849807898	4.25455591390274	0.23863561772476
"634"	"GB"	354	12	6.21383564785994	0.3762761768503	5.89765445252545	0.371290225858505
"635"	"GBG"	366	NA	4.72909319146719	0.27053685448564	3.4461599969179	0.184386247430764
"636"	"GBIT"	212	154	2.35283029743488	0.0956595477110821	2.73429050983266	0.134607049093412
"637"	"GBRC"	NA	366	NA	NA	NA	NA
"638"	"GBT"	83	283	2.09368289498197	0.0591395978301275	11.9230682536571	2.2296619705878
"639"	"GBYTE"	366	NA	3.75524241962088	0.20256945143184	3.8336953588457	0.210626917247777
"640"	"GCC"	294	72	2.24898805122448	0.0896721161392681	2.41221289389438	0.107680223662082
"641"	"GCC*"	94	272	2.69657669617619	0.0960497414872606	2.24220704184409	0.169042967078341
"642"	"GCN"	24	342	17.3512504717548	1.15620800894576	3.26462320693186	0.175768849258692
"643"	"GCR"	243	123	3.28291645900778	0.140770659409563	3.45469175064762	0.241867965078147
"644"	"GDC"	307	59	1.46316637417275	0.0336016204311896	1.49184719407415	0.0370743772030241
"645"	"GEMZ"	NA	366	17.7650062451819	1.18546496026029	3.37906226182945	0.184651042520702
"646"	"GEN"	82	284	4.07068899670931	0.165560455080225	3.74062754515781	0.584303755891563
"647"	"GEO"	366	NA	2.62829659955422	0.12415645175473	2.70460966285091	0.122383841470244
"648"	"GER"	350	16	3.96170121364754	0.208902296652938	2.28241775628609	0.0998360869242709
"649"	"GGS"	NA	366	9.30764472623477	0.596454131009788	3.10059378675229	0.160168774664638
"650"	"GHC"	NA	366	17.1788177944548	1.14116582010937	3.26034248925845	0.175967424133113
"651"	"GHOUL"	NA	366	NA	NA	NA	NA
"652"	"GIFT"	155	211	3.60358611522377	0.184101339747787	2.20607316242586	0.0936094319057134
"653"	"GIG"	112	254	2.14378622274677	0.0806764597693901	3.7168425569912	0.211505906207074
"654"	"GIM"	101	265	1.92903943233805	0.0652057851568875	1.85887979127486	0.0672726571799511
"655"	"GIN"	189	177	2.53876796806586	0.123997456497415	4.95258325556159	0.271464532519043
"656"	"GIVE"	NA	366	3.23712093920386	0.158188338644547	3.38957101589733	0.185466680020133
"657"	"GIZ"	8	358	NA	NA	NA	NA
"658"	"GLC"	121	245	2.82198515572277	0.102171854049839	12.7945354311582	1.70239455153644
"659"	"GLD"	366	NA	3.44570861474977	0.187577288043548	2.57922034604697	0.11280145328907
"660"	"GLOBE"	NA	366	17.3512504717548	1.15620800894576	3.26462320693186	0.175768849258692
"661"	"GLT"	NA	366	17.3027238738492	1.15277666030106	3.40222591155429	0.186448890411823
"662"	"GLX"	NA	366	3.20465086092726	0.155892357391042	3.38549735239195	0.185150502413007
"663"	"GLYPH"	NA	366	19.5092659395208	1.30230740698069	3.26411641337958	0.176797788815614
"664"	"GMC"	NA	366	NA	NA	NA	NA
"665"	"GML"	60	306	1.77078423661663	0.0412591342466981	3.90438659658702	0.704417218550382
"666"	"GMX"	37	329	2.88478611986474	0.100459437733069	1.94549035980052	0.252692927776513
"667"	"GNJ"	NA	366	NA	NA	NA	NA
"668"	"GNO"	366	NA	4.72252344020321	0.272948661552582	4.28574259981486	0.24490479365843
"669"	"GNT"	366	NA	3.15223176956278	0.155323948939442	5.85336820400405	0.367932894022352
"670"	"GOAT"	38	328	3.41972344906397	0.128065345386391	7.88305433212896	2.29435144404299
"671"	"GOLOS"	366	NA	2.49316438420861	0.109484124598414	2.37717692921594	0.102648707692375
"672"	"GOOD"	8	358	2.33610027050749	0.0949525115983737	2.59469869294916	0.123033675251113
"673"	"GOON"	150	216	1.7488900459081	0.0519261819270431	1.7673761007271	0.0610491646635812
"674"	"GOT"	117	249	5.03895196409766	0.224386220227648	4.28239477290011	0.506484509356547
"675"	"GOTX"	152	214	1.6879038296725	0.0392607452823311	5.89501942231134	0.637277247820695
"676"	"GP"	5	361	NA	NA	NA	NA
"677"	"GPL"	273	93	4.67578266938977	0.259269719070309	3.06978313276621	0.161132398350182
"678"	"GPU"	159	207	4.82207560514996	0.217430284415142	2.20733387956978	0.159915278927104
"679"	"GRAM"	302	64	2.66682486892348	0.109197327854511	3.10165845377537	0.182236899780327
"680"	"GRAV"	5	361	NA	NA	NA	NA
"681"	"GRC"	366	NA	4.1779827090725	0.226421892934001	3.62335629470599	0.201796638054307
"682"	"GRE"	148	218	4.1503881638749	0.181585354970633	2.60717507049027	0.199345533306653
"683"	"GREXIT"	173	193	3.5836043500385	0.186943049781089	2.17720644629265	0.0889884428192134
"684"	"GRID"	NA	366	NA	NA	NA	NA
"685"	"GRM"	NA	366	3.22838478829614	0.157570599489715	3.30180997312376	0.178655102071609
"686"	"GROW"	NA	366	NA	NA	NA	NA
"687"	"GRS"	366	NA	2.9696351670817	0.147217444379518	4.08807481186719	0.225822395356005
"688"	"GRW"	302	64	3.34377334507791	0.165317025351694	5.36446316936752	0.339772996918447
"689"	"GRX"	226	140	1.78975982237082	0.0539868700302188	4.2266302115283	0.261714269188787
"690"	"GSM"	2	364	NA	NA	NA	NA
"691"	"GSX"	2	364	NA	NA	NA	NA
"692"	"GSY"	134	232	2.16692031056012	0.07867375128852	1.99360223420152	0.0822311059953649
"693"	"GUE"	NA	366	17.1052386226194	1.13881234426817	3.28230850068771	0.17714149426328
"694"	"GUN"	296	70	2.26165205530085	0.0935198723855831	2.28197356446527	0.0945083450418126
"695"	"GUNS"	1	365	2.63868632776575	0.112280937073383	2.94103389770138	0.156923289865238
"696"	"GUP"	366	NA	3.23652733121082	0.160988759998549	3.67250209217808	0.203186571524683
"697"	"GVT"	366	NA	3.34651322409911	0.174414954356443	8.30678944779669	0.537205844258087
"698"	"GXC"	3	363	3.54282897385928	0.17104918705007	2.55781695762598	0.129369656770343
"699"	"GXC*"	NA	366	3.21756391477499	0.156805448185199	3.31076536893608	0.179350175588372
"700"	"GXS"	366	NA	3.6604021309766	0.196662584451078	3.00210911830229	0.148000164702116
"701"	"H2O"	178	188	1.62585756748178	0.0454044801159655	1.53974528925377	0.0406848319731046
"702"	"HAC"	4	362	NA	NA	NA	NA
"703"	"HAL"	327	39	2.64136202327531	0.122339901991006	3.47098253933565	0.181181230330856
"704"	"HALLO"	94	272	2.71638094981476	0.094627144888814	2.69148963350583	0.278079182785869
"705"	"HAMS"	64	302	6.16974144819433	0.280781813282383	4.58628367087853	0.690180614257359
"706"	"HAZE"	2	364	NA	NA	NA	NA
"707"	"HBN"	230	136	3.30030725200754	0.162251163533126	3.24112078277378	0.174471016312783
"708"	"HBT"	282	84	2.96416527762091	0.145593616984596	2.85711103069595	0.136908041581324
"709"	"HC"	365	1	2.57899458283317	0.128073372592486	2.37780807068552	0.0941850207261622
"710"	"HCC"	198	168	3.01193580223429	0.120451445806257	2.55700160473987	0.166928093720417
"711"	"HDG"	91	275	3.41264861902755	0.133624248365382	2.35228473037372	0.213814989652382
"712"	"HEAT"	7	359	NA	NA	NA	NA
"713"	"HEX"	NA	366	3.60602063086701	0.190063588582377	3.44717983272718	0.183423883330061
"714"	"HILL"	NA	366	NA	NA	NA	NA
"715"	"HIRE"	72	294	4.04902690907261	0.665352219370593	6.18122072403388	0.278947546838854
"716"	"HKG"	NA	366	16.855718085144	1.12116857785875	3.37393109377424	0.184252786642349
"717"	"HKN"	365	1	3.58016596420759	0.198474304939045	3.91183431033934	0.207459604665257
"718"	"HLC"	120	246	2.00408624689831	0.0730365274710417	2.12941118856356	0.0848917433865751
"719"	"HMC"	365	1	2.67875763456174	0.132304636135144	2.72517841103357	0.120491686787347
"720"	"HMP"	195	171	4.5449747574345	0.214551632581527	5.89557931768931	0.507647927016515
"721"	"HMQ"	366	NA	4.16299682334182	0.224218899956809	3.78020444067942	0.215138678739231
"722"	"HNC"	343	23	3.1936008390967	0.169239978976138	4.48883749920869	0.247940884693203
"723"	"HODL"	95	271	1.84688078178483	0.0611183559168741	1.92859590124631	0.0703966736010213
"724"	"HONEY"	NA	366	17.4748979502978	1.16787455113965	3.2724886338553	0.175850450054699
"725"	"HPC"	365	1	3.65061917190438	0.200367975691398	3.89160558504817	0.209229236986259
"726"	"HRB"	NA	366	3.781685196761	0.200750837143845	2.92653448028259	0.146050202038953
"727"	"HSP"	133	233	1.84232522410842	0.0598614470614385	2.19730249498356	0.0923738929469667
"728"	"HSR"	366	NA	2.35945712786714	0.0994133509392314	4.83037970544466	0.286296021041416
"729"	"HST"	365	1	2.5277368829631	0.11450872062286	2.76602143720965	0.128800350961842
"730"	"HTC"	194	172	12.3213394698239	0.667116325935619	2.75550131745129	0.198771382516067
"731"	"HTML"	356	10	2.46928849299155	0.113696957117193	2.71806700426383	0.12179054082676
"732"	"HTML5"	282	84	2.31552477131235	0.0852728055189772	2.45608766980387	0.128701183165055
"733"	"HUC"	366	NA	3.86327330149788	0.208825667889569	4.10500413197053	0.2327298991375
"734"	"HUGE"	NA	366	NA	NA	NA	NA
"735"	"HUSH"	345	21	3.17519297309167	0.164429133153594	3.09246961503746	0.151405787578712
"736"	"HVC"	NA	366	3.21319543478454	0.156496550002726	3.29209371013825	0.177900973809198
"737"	"HVCO"	3	363	NA	NA	NA	NA
"738"	"HVN"	366	NA	3.40678149282042	0.178402513690572	5.66702733688053	0.344057819989022
"739"	"HXX"	185	181	3.01582511385654	0.229724592016906	2.72572573762784	0.101513278683991
"740"	"HYP"	NA	366	NA	NA	NA	NA
"741"	"HYPER"	7	359	2.27072850976655	0.0926774016366148	2.7512540723675	0.131262042272249
"742"	"HZ"	NA	366	3.21756391477499	0.156805448185199	3.31076536893608	0.179350175588372
"743"	"HZT"	78	288	1.58824744515421	0.0314881638166742	4.78713427665072	0.918514978884004
"744"	"I0C"	NA	366	NA	NA	NA	NA
"745"	"IBANK"	216	150	4.99921844211597	0.282083119500735	2.02937987242381	0.0801371143823058
"746"	"ICASH"	121	245	1.93865024401744	0.068096845919462	1.91784950739037	0.069185509773327
"747"	"ICB"	NA	366	18.0223885109095	1.20668512797336	3.26623482735017	0.175366515978155
"748"	"ICE"	15	351	2.27809080113116	0.0910601991972793	2.20797650982904	0.0929212699868491
"749"	"ICN"	366	NA	2.49095028111845	0.10760006826901	6.90661445850666	0.447779286516877
"750"	"ICOB"	72	294	3.85489857869493	0.155286011122694	5.40899519025104	0.833221771791726
"751"	"ICON"	209	157	13.3861066454417	0.74021145104494	3.74235776087922	0.295716042471578
"752"	"ICOS"	198	168	2.32406639245588	0.0788470062580378	2.14667447951516	0.125112442853627
"753"	"ICX"	366	NA	3.68870363197879	0.195059062858514	3.85266369790584	0.215027616795941
"754"	"IEC"	4	362	NA	NA	NA	NA
"755"	"IETH"	287	79	3.15729714062152	0.140428082699781	3.45461479582212	0.215283959098548
"756"	"IFC"	NA	366	3.21756391477499	0.156805448185199	3.31076536893608	0.179350175588372
"757"	"IFLT"	347	19	3.3077135513461	0.164836682239007	3.40838343621756	0.184714577529879
"758"	"IFT"	91	275	6.03570501006179	0.277627404135353	4.96429798951463	0.651726574852869
"759"	"ILC"	143	223	2.64027103102566	0.0940759955823437	2.62108088701876	0.205877478528964
"760"	"ILT"	NA	366	17.430786933362	1.16183208608116	3.36017937377798	0.183185446171902
"761"	"IML"	13	353	2.47565490360192	0.099263290698026	2.39352014268145	0.115725548934833
"762"	"IMPCH"	NA	366	17.7254753676777	1.18266970510535	3.38178138212319	0.184862087185247
"763"	"IMPS"	151	215	5.09556801082493	0.283976547407295	2.80911835904352	0.143925728847312
"764"	"IMS"	107	259	1.63382844254064	0.0347858549779454	5.81227180386905	0.825297805684732
"765"	"IMX"	NA	366	16.8557180857293	1.12116857790014	3.37393110788039	0.184252787737198
"766"	"IN"	71	295	5.45346966772313	0.241879270217303	3.23291667941713	0.429725015313161
"767"	"INC"	213	153	2.79072193794566	0.134980744818724	4.65303381953511	0.265018927692138
"768"	"INCNT"	366	NA	3.09772544720502	0.153812692469747	3.82497950615719	0.210561540360375
"769"	"IND"	157	209	2.69430763017294	0.099493169851559	2.78500346989097	0.204753940503268
"770"	"INDI"	338	28	2.72896105296381	0.130697170647389	4.92096369836327	0.283710976040912
"771"	"INFX"	101	265	1.69541554266541	0.0387539930613698	3.12565379916233	0.320454367546132
"772"	"INN"	365	1	3.12697896340527	0.158097101269	3.59318621214109	0.190654842097818
"773"	"INSANE"	55	311	2.0290549355821	0.0550053000159563	2.82344669554938	0.455861673887344
"774"	"INSN"	133	233	2.73646517713851	0.0997573179266384	3.78508433012408	0.350887643707202
"775"	"INV"	126	240	1.78689522946343	0.0541721016564639	1.81908640903133	0.0657906035775299
"776"	"IOC"	366	NA	3.42132854211093	0.177065079259767	3.45025624937978	0.183140750702119
"777"	"ION"	366	NA	2.64889601568795	0.120902921835421	2.59790600270011	0.119100881456414
"778"	"IOP"	366	NA	3.75411725956418	0.197734095629403	5.35875053512752	0.332351612521711
"779"	"IOT"	366	NA	3.9810939432188	0.217999179440832	3.07411050695127	0.155026297914088
"780"	"IOU"	NA	366	3.21148224185776	0.156375408969125	3.38080565196209	0.184786355837499
"781"	"IPC"	NA	366	17.7296116608707	1.18296218520192	3.39707159574765	0.186048837919526
"782"	"IRL"	354	12	3.27731248404572	0.169740850677838	2.70191659427284	0.124790579278539
"783"	"ISL"	59	307	3.77480647784549	0.150044350066314	4.66373109969575	0.74785597908504
"784"	"ITT"	214	152	2.11734928560683	0.0788117419985511	2.0077688728669	0.0784547003485728
"785"	"ITZ"	NA	366	17.4637002166317	1.16415940666027	3.36603375155872	0.183639834011123
"786"	"IVZ"	133	233	2.01552220053154	0.0721700202094502	2.04968337782385	0.0809848307988719
"787"	"IW"	6	360	NA	NA	NA	NA
"788"	"IWT"	21	345	2.1706566471874	0.0813662616167669	1.93587868707731	0.0742200076826479
"789"	"IXC"	5	361	NA	NA	NA	NA
"790"	"IXT"	366	NA	2.97876505537855	0.145481700240257	3.43580636448143	0.181052061211064
"791"	"J"	301	65	3.38293777349295	0.16977728666613	3.20664671307559	0.169742054851969
"792"	"JANE"	112	254	4.25272050674512	0.182117385195912	4.28698968788328	0.479456722876762
"793"	"JBS"	NA	366	3.1303975659255	0.151784541873615	3.34816182253176	0.180627832502443
"794"	"JET"	NA	366	3.21756391572906	0.156805448252661	3.31076536841808	0.179350175548168
"795"	"JIF"	210	156	2.34000374854102	0.0967064406169084	2.61151223882598	0.122168427545743
"796"	"JIO"	NA	366	NA	NA	NA	NA
"797"	"JKC"	NA	366	17.4308078302953	1.16768666657345	3.33435847652423	0.180099666470047
"798"	"JNS"	4	362	NA	NA	NA	NA
"799"	"JNT"	322	44	2.49594848441798	0.134340139680194	4.12921284850013	0.201153420450046
"800"	"JOBS"	148	218	4.62278762596878	0.206427483123123	4.3327397100043	0.43761016297061
"801"	"JOK"	184	182	2.27534438484696	0.0925232061917634	2.18088604609358	0.0890126348876986
"802"	"JUDGE"	NA	366	17.364575753375	1.15715024864524	3.39142832970597	0.185610835529031
"803"	"JWL"	107	259	8.59303733145588	0.41485194595822	11.9890438500102	1.97369053966655
"804"	"KARMA"	290	76	4.02216563168669	0.199710326307467	3.60590567451013	0.222637546830529
"805"	"KAT"	136	230	4.16187735271961	0.174055619755897	4.10168696622614	0.516947827704357
"806"	"KAYI"	NA	366	3.1991921100377	0.155896595300835	3.35627605071954	0.182334115031057
"807"	"KBC"	169	197	2.23292366388977	0.0959829770569945	2.65844380680727	0.116977606827935
"808"	"KBR"	363	3	2.99261846694503	0.145326637869743	3.29841450312596	0.172273450454058
"809"	"KC"	137	229	2.22387905615659	0.0874199325826138	2.25515961278723	0.0962663478423027
"810"	"KCS"	366	NA	2.36382117495842	0.10054223094067	3.37125791305917	0.175769330768234
"811"	"KDC"	222	144	2.76217497802368	0.128179368643661	3.4468871985005	0.183919304372387
"812"	"KED"	291	75	5.2396312290762	0.31426237514478	3.45613211543922	0.181068461837612
"813"	"KEK"	336	30	2.87108098997241	0.139851159328641	4.44260306320315	0.251748068733605
"814"	"KEN"	16	350	2.07688247254901	0.0779204810020977	2.16557748163289	0.0881093757193593
"815"	"KEY"	349	17	2.66980760904338	0.120195381770945	2.61556910648536	0.12282944464991
"816"	"KGC"	277	89	1.54278629924821	0.0380961298120681	6.39963113047904	0.4229317509028
"817"	"KICK"	366	NA	3.11829463687392	0.161050958951637	3.90111633711367	0.208826923420878
"818"	"KIN"	346	20	3.13522258796028	0.154905327626362	4.50955483362251	0.264542649188728
"819"	"KING"	212	154	2.95734965590734	0.143519840063425	3.45668779055183	0.183110696638922
"820"	"KLC"	62	304	2.07475444403237	0.219383332222328	2.11387749130495	0.0602315965350192
"821"	"KMD"	366	NA	3.81668997845959	0.205976770856274	4.46173182397723	0.258741984693675
"822"	"KNC"	366	NA	4.25948040673243	0.238996699057969	4.46144193186168	0.258000648660364
"823"	"KOBO"	113	253	3.81592558680014	0.156440310377785	3.17374981175414	0.33541687793313
"824"	"KOLION"	366	NA	3.41610276762773	0.165938619359666	5.25305095576373	0.34272061273245
"825"	"KORE"	366	NA	3.43091028912926	0.183236757455821	3.48317177543971	0.180148214802502
"826"	"KR"	2	364	NA	NA	NA	NA
"827"	"KRAK"	1	365	NA	NA	NA	NA
"828"	"KRB"	353	13	3.5817421178334	0.190847868962175	3.46689680894141	0.182358259441945
"829"	"KRC"	NA	366	NA	NA	NA	NA
"830"	"KRONE"	5	361	NA	NA	NA	NA
"831"	"KSS"	20	346	2.33807218852209	0.0948534225387682	2.24185669331644	0.0960977560766284
"832"	"KTK"	34	332	2.62355913761791	0.086413333638	5.171399290033	1.15693800235754
"833"	"KURT"	62	304	2.79418847593823	0.0964561700335551	2.66666912963974	0.372678546987488
"834"	"KUSH"	79	287	2.4293627325297	0.291767446004003	3.97262365932819	0.160741078167716
"835"	"LA"	366	NA	3.28978896132516	0.179350113222501	2.40188117804528	0.0983927697030656
"836"	"LAB"	NA	366	18.1010843783312	1.21226373010607	3.40957526880681	0.18645853235424
"837"	"LANA"	129	237	1.90958353154318	0.0643172683209789	1.82653839248036	0.0641518207840096
"838"	"LAT"	182	184	2.15009581853452	0.0862033261373254	2.31063021051282	0.0955875322566683
"839"	"LAZ"	87	279	7.81812950903623	0.369222413487688	4.40102166443739	0.680204332887478
"840"	"LBC"	366	NA	3.16504341361471	0.15233192300538	5.5178387718863	0.352783938305842
"841"	"LBTC"	291	75	1.63584250929244	0.0435672108595584	1.66936188917698	0.054114701389013
"842"	"LC"	128	238	5.19455475879045	0.234482739400017	4.2536242933884	0.479720730410281
"843"	"LCASH"	6	360	2.1877247258093	0.115910064656007	3.6551605835887	0.164350314161294
"844"	"LCP"	365	1	3.8796305751009	0.208910359132633	4.1078170236408	0.234260522374901
"845"	"LDC"	366	NA	2.31659815837655	0.0940427255983252	2.84333939905614	0.141377678163901
"846"	"LDM"	177	189	1.59310298296665	0.034415325671722	3.8132878196909	0.338680054149292
"847"	"LDOGE"	339	27	3.02088660836391	0.14012327477605	4.0966379639344	0.246355288866311
"848"	"LEA"	151	215	3.58227114052482	0.146427162661962	4.4165156239018	0.460682872747622
"849"	"LEAF"	243	123	3.31596683584509	0.145031468995381	3.72954810243282	0.259077240621518
"850"	"LEMON"	NA	366	NA	NA	NA	NA
"851"	"LEND"	366	NA	7.81826121428944	0.497272807026377	2.90789008884448	0.143002408071006
"852"	"LENIN"	104	262	4.49658177442668	0.192772793370824	4.23673913969504	0.532116636737478
"853"	"LEO"	203	163	3.44251002409565	0.180064227940304	3.34040341941416	0.173482243535205
"854"	"LEPEN"	183	183	3.6345618892912	0.156057977850852	4.88528934594992	0.431698816216658
"855"	"LFC"	NA	366	NA	NA	NA	NA
"856"	"LGBTQ"	94	272	3.15236028579867	0.117246535761283	2.71198236970258	0.31790714509507
"857"	"LGD"	172	194	3.66350868708702	0.187403817260223	3.78383129994091	0.21738070328751
"858"	"LIFE"	366	NA	1.44855272897899	0.0308796433409607	1.34225438318395	0.0274905335974949
"859"	"LIMX"	5	361	NA	NA	NA	NA
"860"	"LINDA"	366	NA	2.89312824575293	0.143517681934926	3.67944058569572	0.193371967928629
"861"	"LINK"	366	NA	3.9279450960686	0.218236142306551	3.86959411254888	0.210408848943777
"862"	"LINX"	365	1	4.06657027375841	0.231810923493372	3.44557347396865	0.176955486114049
"863"	"LIR"	11	355	NA	NA	NA	NA
"864"	"LIT"	255	111	2.91682623091438	0.138335017551019	2.03825834503779	0.0787101620102616
"865"	"LIV"	158	208	2.4793813178899	0.0851288288170765	4.0384630594822	0.379807882435275
"866"	"LK7"	NA	366	17.7344552867512	1.18330468127249	3.37945779962122	0.184681742207204
"867"	"LKK"	366	NA	3.3511914362986	0.172397720498051	3.22835440127679	0.166091730640525
"868"	"LKY"	NA	366	17.7296116603737	1.18296218516678	3.39707159444291	0.186048837818258
"869"	"LMC"	286	80	3.54820007882844	0.164829360753118	2.45277210708122	0.128912678591669
"870"	"LNK"	62	304	2.00805765348148	0.0690709723020743	1.78832635546066	0.0637324084514217
"871"	"LOC"	129	237	2.96993532539792	0.110993281453337	2.60433611683788	0.224651991249492
"872"	"LOCI"	346	20	2.90096212932905	0.142084580545297	2.47060100197093	0.107540995963507
"873"	"LOG"	274	92	2.41031138762758	0.103132182720452	2.93065271608213	0.144303759191662
"874"	"LOOK"	133	233	3.50893603714117	0.14091588692404	3.88575016700754	0.41225002385822
"875"	"LQD"	NA	366	2.98262134011034	0.138472280897234	3.25334383724318	0.177588372696609
"876"	"LRC"	366	NA	3.02252907099254	0.14790197366123	4.43328408644831	0.256615700959824
"877"	"LSD"	10	356	NA	NA	NA	NA
"878"	"LSK"	366	NA	3.7144414671389	0.198499619182587	3.1160976575938	0.158164564897577
"879"	"LTB"	325	41	2.3004661758437	0.0961332259340612	4.3704113087435	0.249147973128904
"880"	"LTBC"	NA	366	17.3269938757049	1.15449280859022	3.34647629902121	0.182121881304276
"881"	"LTC"	366	NA	3.66843139335774	0.196719372250902	6.73170861264724	0.424862509242531
"882"	"LTCD"	NA	366	17.4880360817364	1.16588021218443	3.26456849141008	0.175764602510593
"883"	"LTCR"	165	201	2.44262241510375	0.082740070014787	6.84619763973411	0.742467842714446
"884"	"LTCU"	195	171	3.55311044018431	0.15123321040382	5.14369322548549	0.460410358387276
"885"	"LTCX"	NA	366	16.855718085144	1.12116857785875	3.37393109377424	0.184252786642349
"886"	"LTD"	344	22	3.67425040894233	0.196614800379474	3.70993525275093	0.20142790100786
"887"	"LTE"	NA	366	9.45015312942579	0.609837272995942	3.18396785299248	0.165566175659282
"888"	"LTG"	100	266	1.64566695634725	0.0437300842491126	1.54151664763186	0.044512394239835
"889"	"LTH"	9	357	NA	NA	NA	NA
"890"	"LTS"	321	45	2.08906821387757	0.0792180559851478	2.36949729201451	0.102937719990333
"891"	"LUCKY"	73	293	3.18807012871611	0.119015325055914	3.35250313647827	0.444581304115782
"892"	"LUN"	366	NA	3.11867911300078	0.15493316109116	3.33361076126363	0.174422257579199
"893"	"LUX"	365	1	3.26807122932889	0.171942036165183	3.81491670759805	0.203149114859764
"894"	"LUX*"	153	213	1.66720951925483	0.0467140100843217	1.79122841763446	0.0621647755085366
"895"	"LVG"	168	198	1.88809052543158	0.0627974832840191	1.97177685953243	0.0754245120395346
"896"	"LXC"	NA	366	17.2667107091932	1.15023014500703	3.27409848446872	0.176504273422837
"897"	"LYB"	NA	366	NA	NA	NA	NA
"898"	"LYC"	2	364	2.74583463719524	0.126990783743221	2.32701721614878	0.0997447219609602
"899"	"M1"	3	363	NA	NA	NA	NA
"900"	"MAC"	290	76	3.44310935927046	0.167007517617953	2.61852101463056	0.131279389561686
"901"	"MAD*"	168	198	3.66254714360468	0.152707551728759	2.9963489552975	0.25353657085948
"902"	"MAID"	366	NA	4.00822849018642	0.210103791414337	3.55217262146635	0.201139380149616
"903"	"MAN"	225	141	2.81147329728673	0.133182165569769	2.60885745129658	0.119585432569488
"904"	"MANA"	366	NA	3.17757704684389	0.157153086772059	3.47859062772601	0.18790147057121
"905"	"MAPC"	1	365	NA	NA	NA	NA
"906"	"MAR"	331	35	3.03696756993082	0.147005471853762	2.32501378241621	0.100449035616481
"907"	"MARS"	327	39	3.61627532938831	0.191834614578168	3.6339880643254	0.196325878791823
"908"	"MARV"	118	248	2.70849642706529	0.0953589715862005	4.0400788604125	0.453188199256164
"909"	"MARX"	107	259	3.24670066961657	0.125203733335577	3.61796070118814	0.394672425533491
"910"	"MARYJ"	NA	366	NA	NA	NA	NA
"911"	"MAT"	43	323	2.11563288489655	0.0759092030073805	1.99516372737495	0.081254778086494
"912"	"MAT*"	175	191	2.69785322669465	0.0964315832915792	3.1161972218281	0.282788748818701
"913"	"MAX"	325	41	2.54231394991501	0.101040346339581	2.38653048730528	0.120227440859154
"914"	"MAY"	114	252	5.63376875170058	0.259441242157841	10.6115500289179	1.4019886632497
"915"	"MBC"	NA	366	3.20850077379863	0.156556468979222	3.26350629240684	0.175155375605162
"916"	"MBI"	198	168	1.80130150369993	0.0579801419259898	1.65938917475025	0.0498451363884931
"917"	"MBIT"	53	313	1.86399857716753	0.0465161197351004	4.83948900178193	0.837845189553148
"918"	"MBRS"	328	38	3.1153976829799	0.15387253979666	2.48162546842801	0.111365789833174
"919"	"MCAP"	286	80	2.63346657886353	0.107474210422339	2.37871513479721	0.118660905694082
"920"	"MCAR"	348	18	2.51045935111012	0.118308307103903	4.51960824413994	0.247028071161882
"921"	"MCI"	279	87	2.13211185095161	0.079070121490438	2.91564791940854	0.150974205997615
"922"	"MCO"	366	NA	4.32024373607945	0.244109174368098	4.81549688336524	0.283603649842969
"923"	"MCRN"	211	155	4.10101799616667	0.1880268344873	3.4974912412482	0.257596552856864
"924"	"MDA"	366	NA	2.95328253826925	0.144390800047277	4.02430199331421	0.223562836324818
"925"	"MDC"	NA	366	16.909238500981	1.12495304275578	3.40890488239119	0.186967279084447
"926"	"MDT"	260	106	2.28845204349235	0.0934741356959413	2.21848747821908	0.0918469494772507
"927"	"MEC"	201	165	3.67956830147399	0.180656458031463	3.86317731741425	0.236958240800476
"928"	"MED"	189	177	2.94894352974024	0.135134919797351	3.03211618728875	0.161666483508898
"929"	"MEDI"	19	347	2.11553222977144	0.0794783805376498	1.95055769441387	0.0731198226472205
"930"	"MEGA"	NA	366	17.2039413878624	1.14579168373069	3.26406634880543	0.175725628685935
"931"	"MEME"	366	NA	3.42845629601772	0.175258737027634	3.89394276777985	0.219389235048322
"932"	"MEOW"	NA	366	9.15324465990457	0.591498536209704	3.21196045149123	0.166732792470489
"933"	"MER"	366	NA	3.47395392529908	0.179479481667092	3.57961900688619	0.194446098816153
"934"	"MET"	NA	366	17.3512504717548	1.15620800894576	3.26462320693186	0.175768849258692
"935"	"METAL"	95	271	2.7348360778772	0.30199619790424	3.58256818349397	0.141523864671148
"936"	"MG"	NA	366	3.21319543478454	0.156496550002726	3.29209371017836	0.177900973812311
"937"	"MGO"	91	275	2.32716365879879	0.0739599391570353	1.75765587089753	0.114220920180775
"938"	"MHC"	11	355	NA	NA	NA	NA
"939"	"MI"	NA	366	NA	NA	NA	NA
"940"	"MIC"	NA	366	NA	NA	NA	NA
"941"	"MIL"	NA	366	3.21215556234352	0.156423019917264	3.29683864394683	0.178269252096195
"942"	"MILO"	88	278	19.9998462728075	1.04749543294347	5.88059014517456	0.802364077319204
"943"	"MIN"	NA	366	3.21861141096203	0.15687951735091	3.38198372615097	0.1848777921276
"944"	"MINE"	NA	366	17.5738219480497	1.1748870874127	3.36252369742282	0.182817572447823
