""	"SYM"	"rmedio"	"volatility"	"Kmeans"	"HistDAWass"	"TADPole"	"Combi"
"1159"	"PPY"	-0.00747520184940441	0.147231958054958	3	3	2	4
"1160"	"PRC"	-0.00887977358259689	0.288459247779931	3	1	3	5
"1161"	"PRE"	-0.00645243790594011	0.295057643020863	3	1	3	5
"1162"	"PRES"	-0.00309242115171792	0.292418619781853	2	1	3	8
"1163"	"PRFT"	-0.00804902386314481	0.588739502311806	3	4	3	13
"1164"	"PRG"	-0.00444548631635395	0.299970235742761	2	1	3	8
"1165"	"PRIME"	0	0	2	2	3	9
"1166"	"PRIX"	-0.00818451446325499	0.204695356124918	3	3	3	3
"1167"	"PRL"	-0.0075864197178523	0.131423381084771	3	3	2	4
"1168"	"PRM"	-0.00725111708632491	0.124008266315608	3	3	3	3
"1169"	"PRO"	-0.00681494130452448	0.100387917032447	3	3	2	4
"1170"	"PROC"	-0.00903247869360063	0.300101630951513	3	2	3	11
"1171"	"PRT"	-0.00329845988841778	0.0441255513261404	2	3	3	1
"1172"	"PRX"	-0.00564849589047762	0.380079119882566	3	1	3	5
"1173"	"PSB"	-0.00801632621688059	0.242680703197431	3	1	3	5
"1174"	"PSEUD"	-0.00329827936911592	0.0441321913120296	2	3	3	1
"1175"	"PSI"	-0.00374061365697386	0.188804538426099	2	3	2	2
"1176"	"PST"	-0.00519264683525383	0.133977708479278	2	3	3	1
"1177"	"PSY"	0.000946509747197762	0.186181390718366	2	1	3	8
"1178"	"PTA"	-0.00746234010692363	0.306749728069633	3	1	3	5
"1179"	"PTC"	-0.00947072130650831	0.0980769169978396	3	3	2	4
"1180"	"PTOY"	-0.0105675570106082	0.111971063685221	3	3	3	3
"1181"	"PULSE"	-0.0117350143652575	0.36117169746521	3	1	2	6
"1182"	"PUPA"	-0.00860842950741499	0.19015761963471	3	3	3	3
"1183"	"PURA"	-0.0101084216276985	0.0962194340869743	3	3	3	3
"1184"	"PUT"	-0.0117611198223292	0.431463604270441	3	1	3	5
"1185"	"PX"	-0.00382937989639489	0.316933375142099	2	1	2	7
"1186"	"PXC"	-0.00559025666430994	0.256470179345335	3	1	3	5
"1187"	"PXI"	-0.0137770054437455	0.321853117849042	3	1	3	5
"1188"	"PXL"	-0.00389460584197333	0.112012758346067	2	3	3	1
"1189"	"PYC"	-0.0032981082052768	0.0441393409277769	2	3	2	2
"1190"	"PYN"	-0.0104050922708669	0.217506117571582	3	3	1	20
"1191"	"Q2C"	-0.00542993382347671	0.140821187972531	2	3	3	1
"1192"	"QASH"	-0.00539776339179575	0.0872506131943541	2	3	3	1
"1193"	"QAU"	-0.00237442034705904	0.076380099642447	2	3	3	1
"1194"	"QBC"	-0.000856350519285112	0.215946318172248	2	1	2	7
"1195"	"QBK"	-0.00329796303514575	0.0441212751849143	2	3	2	2
"1196"	"QBT"	-0.00502628385567807	0.16079142521423	2	3	2	2
"1197"	"QCN"	-0.00440574296727193	0.212276217638683	2	3	2	2
"1198"	"QORA"	0	0	2	2	3	9
"1199"	"QRK"	-0.00464632432880841	0.107736105062772	2	3	2	2
"1200"	"QRL"	-0.00696354621892111	0.0827078955209992	3	3	2	4
"1201"	"QSLV"	-0.00329879561280725	0.0441524411413827	2	3	2	2
"1202"	"QSP"	-0.00790264375224557	0.0854763754508023	3	3	2	4
"1203"	"QTL"	-0.00468933945600138	0.0935890008718436	2	3	3	1
"1204"	"QTUM"	-0.00845575351435745	0.0785907342572409	3	3	3	3
"1205"	"QTZ"	-0.00702670104592804	0.411954359923716	3	1	2	6
"1206"	"QWARK"	-0.00822701546895406	0.0815394415596389	3	3	2	4
"1207"	"R"	-0.0035231061550606	0.088781960567514	2	3	3	1
"1208"	"RAC"	-0.00449585922889991	0.0582989032201698	2	3	2	2
"1209"	"RADI"	-0.00181528339547454	0.285910386542301	2	1	2	7
"1210"	"RADS"	-0.00805581349467325	0.0801011593105639	3	3	3	3
"1211"	"RAIN"	0	0	2	2	2	10
"1212"	"RATIO"	-0.0101552426852546	0.333620105668067	3	1	3	5
"1213"	"RBIES"	-0.00231241593049641	0.290158352482246	2	1	3	8
"1214"	"RBIT"	-0.0069564810284395	0.282665946716369	3	1	2	6
"1215"	"RBR"	-0.00329929074930659	0.0441221713996602	2	3	2	2
"1216"	"RBT"	-0.00203698949303523	0.311123490216276	2	1	2	7
"1217"	"RBX"	-0.0076960867915642	0.220004611366899	3	3	3	3
"1218"	"RBY"	-0.00739904426530658	0.203087249679487	3	3	2	4
"1219"	"RC"	-0.00575036464637227	0.200140151893491	3	1	2	6
"1220"	"RCN"	-0.00940674884716591	0.0866605500467468	3	3	2	4
"1221"	"RCN*"	-0.00946922377814133	0.24315847052889	3	1	3	5
"1222"	"RCX"	-0.00139991580395795	0.3168954830699	2	1	2	7
"1223"	"RDD"	-0.00527159364318489	0.0882158521631323	2	3	3	1
"1224"	"RDN*"	-0.00781284651355274	0.0835632201205205	3	3	2	4
"1225"	"REBL"	-0.00432204469507084	0.177159534734386	2	3	2	2
"1226"	"REC"	-0.0176076948674375	0.259310940651895	3	1	3	5
"1227"	"REE"	0.0126215728309638	0.993895215151388	2	4	3	16
"1228"	"REP"	-0.00581259360475686	0.0726904917751903	2	3	3	1
"1229"	"REQ"	-0.00797285182690129	0.0869243136089908	3	3	3	3
"1230"	"REV"	0.001632937702461	0.376636924539107	2	2	2	10
"1231"	"REX"	-0.00802682479799935	1.8266398792254	1	5	2	17
"1232"	"RGC"	-0.0143956740495938	0.258395301363738	3	1	3	5
"1233"	"RHOC"	-0.00814317817430294	0.114220789169968	3	3	3	3
"1234"	"RIC"	-0.0109321971321155	0.121587617926847	3	3	2	4
"1235"	"RICE"	-0.00368761360790753	0.182519413661784	2	3	2	2
"1236"	"RIDE"	-0.00440574296727193	0.187060468479024	2	3	3	1
"1237"	"RING"	-0.0102492351859767	0.232986633137706	3	1	3	5
"1238"	"RIPO"	-0.00329827936911592	0.0441321913120296	2	3	2	2
"1239"	"RIPT"	-0.0787205609106971	1.47282078660962	1	5	2	17
"1240"	"RISE"	-0.0122248212206558	0.301559613536017	3	1	2	6
"1241"	"RIYA"	-0.0108643151066426	0.139611192726761	3	3	2	4
"1242"	"RKC"	0.00145709967108757	0.423131576213565	2	2	2	10
"1243"	"RLC"	-0.00489154639508216	0.0913622286621086	2	3	2	2
"1244"	"RNC"	-0.0114746040379233	0.417302067855027	3	4	3	13
"1245"	"RNS"	-0.0130741915922116	0.133518380086255	3	3	2	4
"1246"	"ROC"	-0.00279191231961632	0.167772047461838	2	3	2	2
"1247"	"ROOT"	-0.00329845751355397	0.0441294456186492	2	3	2	2
"1248"	"ROOTS"	-0.00450114831491725	0.057966220527314	2	3	2	2
"1249"	"ROS"	-0.00845238786010325	0.301908562974232	3	1	2	6
"1250"	"ROUND"	-0.00329827837160475	0.0441295336198533	2	3	3	1
"1251"	"ROYAL"	-0.00435794662341869	0.135043091907656	2	3	2	2
"1252"	"RPC"	-0.00353258321943837	0.521736983672123	3	2	2	14
"1253"	"RRT"	-0.00443735790566441	0.0789215570805603	2	3	3	1
"1254"	"RSC"	-0.0211493562893914	0.365585308342225	3	2	2	14
"1255"	"RT2"	-0.00329777187403217	0.0441324761714805	2	3	3	1
"1256"	"RUBIT"	-0.0118950920899723	0.27572559452218	3	1	3	5
"1257"	"RUP"	-0.00847593336522259	0.207043718334184	3	1	3	5
"1258"	"RUPX"	0.00201868190931217	0.639026501157473	2	4	3	16
"1259"	"RUST"	-0.003852531483712	0.126059352270689	2	3	3	1
"1260"	"RVT"	-0.00878439443581018	0.106240006416024	3	3	3	3
"1261"	"RYC"	-0.00329818735932302	0.0441199734193612	2	3	3	1
"1262"	"RYCN"	0	0	2	2	2	10
"1263"	"RYZ"	-0.0108582026583486	0.13783519140406	3	3	3	3
"1264"	"RZR"	-0.00329793858482146	0.0441387936331404	2	3	3	1
"1265"	"S8C"	0	0	2	2	2	10
"1266"	"SAFEX"	-0.0045515273198134	0.0713717166766589	2	3	2	2
"1267"	"SAGA"	-0.0180281927793575	0.11159167313097	3	3	3	3
"1268"	"SALT"	-0.0106874520879227	0.084042464308835	3	3	3	3
"1269"	"SAN"	-0.00728446254230423	0.0903191589697739	3	3	3	3
"1270"	"SAND"	-0.00736445184680033	0.148160789973109	3	3	2	4
"1271"	"SANDG"	-0.00142145303127469	0.367775425156209	2	1	3	8
"1272"	"SAR*"	-0.00329896757677171	0.0441354366796415	2	3	3	1
"1273"	"SAT2"	0.00529284979693707	0.20267463635868	2	1	2	7
"1274"	"SBTC"	-0.0124917877698065	0.347512828545192	3	1	2	6
"1275"	"SC"	-0.00647645543576244	0.0848147051564534	3	3	2	4
"1276"	"SCASH"	-0.00621959110251338	0.290904044567986	3	1	3	5
"1277"	"SCL"	0.00634709208597087	0.0924769647503718	2	3	3	1
"1278"	"SCN"	0	0	2	2	2	10
"1279"	"SCOOBY"	-0.000618053456015395	0.252689918201003	2	1	3	8
"1280"	"SCORE"	-0.00329818735932303	0.0441199734193612	2	3	2	2
"1281"	"SCOT"	-0.00329808885766698	0.0441438482090174	2	3	2	2
"1282"	"SCRPT"	-0.00865023276953962	0.364410787724507	3	2	3	11
"1283"	"SCRT"	0.000172062292790678	0.37838545257139	2	1	3	8
"1284"	"SCT"	-0.00981849528499894	0.284092486890145	3	1	3	5
"1285"	"SCX"	-0.0056063183422375	0.417260089672878	3	4	3	13
"1286"	"SDAO"	-0.0109408347725351	0.237338211401274	3	3	3	3
"1287"	"SDC"	-0.00825252701132339	0.391847377638564	3	1	2	6
"1288"	"SDP"	-0.00362467628427815	0.122162754870115	2	3	3	1
"1289"	"SDRN"	-0.00940879594419029	0.137435587907601	3	3	2	4
"1290"	"SEC"	-0.00329862686712518	0.0441354313197956	2	3	2	2
"1291"	"SEED"	-0.00329838539099766	0.0441230958381712	2	3	2	2
"1292"	"SEEDS"	0	0.0479520011007024	2	3	3	1
"1293"	"SEL"	0.000482924895476774	0.191715267585734	2	1	2	7
"1294"	"SEN"	-0.0044993964713757	0.075662190314229	2	3	2	2
"1295"	"SEND"	-0.0067883325628639	0.120753556232326	3	3	2	4
"1296"	"SEQ"	-0.0080689585625759	0.0858037020191919	3	3	3	3
"1297"	"SFC"	-0.0036556547485361	0.135415902410643	2	3	3	1
"1298"	"SFR"	-0.00329860808014091	0.0441351196921558	2	3	3	1
"1299"	"SFT"	0	0	2	2	2	10
"1300"	"SGC"	-0.0164124828788086	0.437102887508268	3	2	3	11
"1301"	"SGR"	-0.0151913690363322	0.450163646061106	3	4	3	13
"1302"	"SH"	-0.00748060973839315	0.246370212372106	3	1	3	5
"1303"	"SHA"	-0.00664107073469713	0.178135574215402	3	3	2	4
"1304"	"SHADE"	-0.00329852382563391	0.0441308285186034	2	3	3	1
"1305"	"SHIFT"	-0.00898989594612256	0.0772278644110986	3	3	3	3
"1306"	"SHLD"	-0.0032987647137852	0.0441417216017993	2	3	2	2
"1307"	"SHND"	-0.00329827936911592	0.440711883565182	2	1	3	8
"1308"	"SHORTY"	-0.0029586028313107	0.115188805638002	2	3	2	2
"1309"	"SHREK"	-0.0074217185899369	0.424235944948586	3	1	3	5
"1310"	"SIB"	-0.0114852578668082	0.0806317442801783	3	3	2	4
"1311"	"SIC"	-0.00599178529061189	0.300661829956928	3	1	3	5
"1312"	"SIFT"	-0.00516958400277022	0.185585720541857	2	3	3	1
"1313"	"SIGT"	-0.0112883107829402	0.200660237566186	3	3	2	4
"1314"	"SILK"	-0.00329936080025153	0.0441366557255448	2	3	2	2
"1315"	"SISA"	-0.00329827936911592	0.188006629897714	2	3	3	1
"1316"	"SJCX"	-0.00697203458704671	0.194488770659174	3	1	3	5
"1317"	"SKB"	-0.0118483484859614	0.118821879850775	3	3	2	4
"1318"	"SKC"	-0.00245383284458493	0.137135847534588	2	3	3	1
"1319"	"SKIN"	-0.0022909382822252	0.0814290051438465	2	3	3	1
"1320"	"SKR"	-0.0068835516455988	0.119079085810148	3	3	1	20
"1321"	"SKULL"	-0.00434217269157536	0.225268081733723	2	1	2	7
"1322"	"SKY"	-0.0104178940134867	0.0869689803688451	3	3	2	4
"1323"	"SLG"	-0.00525005929090852	0.124262786214126	2	3	2	2
"1324"	"SLM"	0	0	2	2	2	10
"1325"	"SLR"	-0.00868468847733889	0.0918142821738924	3	3	3	3
"1326"	"SLS"	-0.00594253382010812	0.0943262913174527	2	3	2	2
"1327"	"SLT"	0.00557125734252082	0.332653013331434	2	1	3	8
"1328"	"SMAC"	-0.00329789015442254	0.0441384764651366	2	3	3	1
"1329"	"SMART"	-0.0104948846643182	0.142671715049374	3	3	3	3
"1330"	"SMART*"	0.00360276439841951	0.269465302462677	2	1	3	8
"1331"	"SMC"	-0.00794732485400099	0.292065706175883	3	1	2	6
"1332"	"SMF"	0.00620065672495775	0.166185508493626	2	1	2	7
"1333"	"SMLY"	-0.00449980470314098	0.0727438122220661	2	3	3	1
"1334"	"SMSR"	-0.0170875469061956	0.303708066797979	3	1	2	6
"1335"	"SNC"	-0.00748175749746785	0.0933928675355524	3	3	2	4
"1336"	"SND"	-0.00949124054249075	0.431050622258983	3	1	2	6
"1337"	"SNGLS"	-0.00791441274371515	0.0928144932478811	3	3	3	3
"1338"	"SNIP"	-0.00275680565196231	0.342956789361507	2	1	3	8
"1339"	"SNM"	-0.00765203002166676	0.0862145826671647	3	3	3	3
"1340"	"SNOV"	-0.00810473487377371	0.117683194111565	3	3	3	3
"1341"	"SNRG"	-0.0170374783104711	0.299822534740205	3	1	3	5
"1342"	"SNT"	-0.00603780255205299	0.0794240080103485	2	3	3	1
"1343"	"SOAR"	-0.00667695082115028	0.0981037201045255	3	3	2	4
"1344"	"SOCC"	-0.00320612081558055	0.209857709268847	2	3	2	2
"1345"	"SOIL"	-0.00832876573018664	0.153050255069998	3	3	3	3
"1346"	"SOJ"	0.00455916232536272	0.291100320464995	2	1	2	7
"1347"	"SOLE"	-0.00329763186678776	0.0441316165523603	2	3	2	2
"1348"	"SONG"	0.00705809736357511	0.0801748089873689	2	3	2	2
"1349"	"SOON"	-0.00579001528169057	0.155828990356308	3	3	3	3
"1350"	"SOUL"	-0.00446927655943026	0.283501395941824	2	1	2	7
"1351"	"SP"	-0.00656615413681964	0.228227978848095	3	1	2	6
"1352"	"SPA"	-0.00329827936911592	0.0441321913120296	2	3	3	1
"1353"	"SPACE"	-0.00406465261067809	0.247414882321801	2	1	2	7
"1354"	"SPANK"	-0.00662561811858208	0.706884656866919	3	4	3	13
"1355"	"SPC"	-0.000364839870558805	0.00697979770485275	2	3	3	1
"1356"	"SPEC"	0.0023919910856664	0.15057031108699	2	1	3	8
"1357"	"SPF"	-0.0101743466448034	0.0982767583418383	3	3	2	4
"1358"	"SPHR"	-0.0074732616333271	0.0816376692421729	3	3	3	3
"1359"	"SPKTR"	-0.00190992183494802	0.202896655385476	2	3	2	2
"1360"	"SPM"	-0.0014040700474137	0.131789475894381	2	3	2	2
"1361"	"SPORT"	-0.00237885215153906	0.0909622908423207	2	3	2	2
"1362"	"SPOTS"	0	0	2	2	2	10
"1363"	"SPR"	-0.0116079104974026	0.45003716009903	3	2	3	11
"1364"	"SPRTS"	-0.00329827936911592	0.0441316405612435	2	3	3	1
"1365"	"SPT"	-0.00721053915195426	0.3457047593237	3	1	2	6
"1366"	"SPX"	-0.00511781201599007	0.126499501656863	2	3	2	2
"1367"	"SQL"	-0.0059756071198694	0.178918620016285	3	3	3	3
"1368"	"SRC"	-0.00468919062056274	0.140138072011509	2	3	3	1
"1369"	"SRN"	-0.0084173416295124	0.0914961664828836	3	3	2	4
"1370"	"SSC"	-0.0100334933685188	0.160254927521145	3	3	2	4
"1371"	"SSD"	-0.00329776045188495	0.0441331369363019	2	3	3	1
"1372"	"SSTC"	-0.00638384329144734	0.286626653955369	3	1	3	5
"1373"	"SSV"	-0.00329767931579516	0.0441329795746804	2	3	3	1
"1374"	"STA"	-0.000723771747057546	0.28779180835212	2	1	3	8
"1375"	"STA*"	-0.00457802161634729	0.300318760529955	3	1	3	5
"1376"	"STALIN"	-0.00816960259517523	0.276156608673026	3	1	2	6
"1377"	"STAR"	-0.010310285027303	1.24446751307467	1	5	3	18
"1378"	"STAR*"	-0.0101425970846513	0.343742967558012	3	1	2	6
"1379"	"START"	-0.0125359907366654	0.288230692076075	3	1	2	6
"1380"	"STAX"	0.000489774708214561	0.124906391984568	2	3	2	2
"1381"	"STC"	-0.00786431256022079	0.152771324712052	3	3	3	3
"1382"	"STCN"	-0.00329924919653089	0.0441703374506381	2	3	3	1
"1383"	"STEEM"	-0.00633783365647751	0.0845791567180516	3	3	3	3
"1384"	"STEPS"	-0.0148567744095124	0.339534193675365	3	1	2	6
"1385"	"STHR"	-0.00400638543386182	0.0951292438625159	2	3	2	2
"1386"	"STN"	-0.0116506254990994	0.151828777918585	3	3	2	4
"1387"	"STO"	-0.00519212412474419	0.25679861571891	3	1	2	6
"1388"	"STORJ"	-0.0075296198495589	0.0748052981722515	3	3	3	3
"1389"	"STORM"	-0.00754777857341687	0.110685880597148	3	3	2	4
"1390"	"STP"	0.0056464838665257	0.610154591659605	2	4	2	15
"1391"	"STR*"	-0.00329798636260593	0.0441347384057458	2	3	3	1
"1392"	"STRAT"	-0.00675510191403078	0.0819945466696118	3	3	2	4
"1393"	"STS"	-0.00395927667311181	0.271675629443317	2	1	3	8
"1394"	"STU"	-0.0084208632545394	0.149398698450997	3	3	2	4
"1395"	"STV"	-0.00952128694700143	0.318570771346861	3	1	2	6
"1396"	"STX"	-0.0113171381164567	0.090311990178558	3	3	3	3
"1397"	"SUB"	-0.00828046469988014	0.0904131401565315	3	3	2	4
"1398"	"SUB*"	-0.00460832260107695	0.273032144080966	2	1	2	7
"1399"	"SUMO"	-0.0140570525345865	0.124408617104905	3	3	3	3
"1400"	"SUP"	-0.00329831442610979	0.0441333563772618	2	3	2	2
"1401"	"SUPER"	-0.00594539221667919	0.346342844047244	3	2	2	14
"1402"	"SUR"	-0.00498524747381775	0.0895111270393582	2	3	2	2
"1403"	"SWARM"	-0.00329798636260593	0.0441342770412098	2	3	3	1
"1404"	"SWEET"	-0.005361831132135	0.461360662005339	3	2	2	14
"1405"	"SWFTC"	-0.00602726120002857	0.10535975484465	3	3	3	3
"1406"	"SWIFT"	-0.00644129714487699	0.0708949917526737	3	3	2	4
"1407"	"SWING"	-0.00329318859928708	0.352711430440994	2	1	2	7
"1408"	"SWT"	-0.00963010130835623	0.0830781877832041	3	3	1	20
"1409"	"SXC"	-0.00856546866653099	0.106100511760812	3	3	2	4
"1410"	"SXDT"	-0.00115777149731143	0.140844779628287	2	3	2	2
"1411"	"SXUT"	-0.00444671250805488	0.221470667167566	2	1	2	7
"1412"	"SYNC"	-0.00243539198973745	0.285837305765386	2	1	3	8
"1413"	"SYNX"	-0.00851996089520774	0.087912869097139	3	3	3	3
"1414"	"SYS"	-0.00745156998182858	0.0813203682628041	3	3	2	4
"1415"	"TAAS"	-0.00790216282681189	0.0889372278807209	3	3	2	4
"1416"	"TAB"	-0.0020412243674193	0.0926196884371341	2	3	3	1
"1417"	"TAG"	-0.00119371210576415	0.129355446870197	2	3	3	1
"1418"	"TAJ"	-0.00219886483035175	0.366329938711327	2	1	2	7
"1419"	"TAK"	-0.00791826583268838	0.379145526832032	3	1	2	6
"1420"	"TAM"	-0.00196732901282813	0.147567788671338	2	3	2	2
"1421"	"TAP"	-0.00140869490136155	0.301349536678678	2	1	2	7
"1422"	"TBCX"	-0.0118326047548807	0.387949233287437	3	1	2	6
"1423"	"TBT"	-0.0273279217519132	0.276734360218092	3	1	2	6
"1424"	"TCOIN"	-0.00384175044267414	0.0730699435208201	2	3	3	1
"1425"	"TCR"	-0.00440574296727193	0.130534590867286	2	3	3	1
"1426"	"TCX"	-0.00909094296004204	0.402838220851988	3	1	1	21
"1427"	"TDFB"	-0.000871458623388572	0.0166719851371653	2	3	2	2
"1428"	"TEAM"	-0.0122801193057405	0.336676593992066	3	1	3	5
"1429"	"TEC"	-0.00307405021434205	0.132909620700193	2	3	2	2
"1430"	"TECH"	-0.00496189115245109	0.297413869703581	3	1	2	6
"1431"	"TEK"	-0.00265390345079737	0.246645519733196	2	1	2	7
"1432"	"TELL"	-0.00470030102186136	0.351743556575792	3	1	1	21
"1433"	"TER"	-0.0290591790230267	0.301256844839062	3	1	2	6
"1434"	"TES"	-0.00761713255076111	0.143581146933354	3	3	2	4
"1435"	"TESLA"	-0.0160617159660813	0.29179357477745	3	1	2	6
"1436"	"TFL"	-0.00725650413554133	0.0973412912767434	3	3	3	3
"1437"	"TGC"	-0.00536613085381971	0.117297984150204	2	3	3	1
"1438"	"TGT"	-0.00519339448867045	0.161382886702029	2	3	2	2
"1439"	"THC"	-0.010136765535532	0.0910746914204287	3	3	2	4
"1440"	"THNX"	0	0	2	2	2	10
"1441"	"THS"	-0.00905137035663701	0.178811897227434	3	3	2	4
"1442"	"TIA"	-0.00276133106055511	0.129618811406974	2	3	2	2
"1443"	"TIC"	-0.00449931183032695	0.0579694547023229	2	3	2	2
"1444"	"TIE"	-0.00807582514885515	0.204364956839701	3	3	3	3
"1445"	"TIME"	-0.00617861143610429	0.100701462966902	3	3	3	3
"1446"	"TIPS"	-0.00260595994751271	0.114617316246497	2	3	3	1
"1447"	"TIT"	-0.0130571505357739	0.460983528660491	3	1	2	6
"1448"	"TIX"	-0.00597110738927683	0.09165861273613	2	3	3	1
"1449"	"TKN"	-0.00423559030820288	0.122736220345333	2	3	3	1
"1450"	"TKN*"	-0.0068787881814506	0.191461421954564	3	1	2	6
"1451"	"TKR"	-0.0163442235058837	0.339330914648314	3	1	2	6
"1452"	"TKS"	-0.0085816628862753	0.0896784562782192	3	3	2	4
"1453"	"TMC"	-0.0032988743674017	0.0440651594807102	2	3	2	2
"1454"	"TME"	-0.00329888584252581	0.0441301074342388	2	3	3	1
"1455"	"TNT"	-0.00773618851639201	0.103239590628924	3	3	2	4
"1456"	"TOA"	-0.0173712444155521	0.277901066386024	3	1	2	6
"1457"	"TODAY"	-0.00679809629184052	0.12175292972194	3	3	3	3
"1458"	"TOK"	-0.00924560555891957	0.119511417680803	3	3	3	3
"1459"	"TOKC"	0.00206054996260954	0.313253748293928	2	1	3	8
"1460"	"TOM"	-0.00761389286443577	0.101014155114419	3	3	3	3
"1461"	"TOR"	0	0	2	2	3	9
"1462"	"TOT"	-0.00610403603160922	0.3334981813325	3	1	2	6
"1463"	"TPG"	-0.00519212412474419	0.199243162995681	2	3	2	2
"1464"	"TRA"	0.00879474269089672	0.168253334688094	2	3	2	2
"1465"	"TRC"	-0.00660470702312696	0.209101602016428	3	1	2	6
"1466"	"TRCT"	-0.0121166125677393	0.179920961621833	3	3	2	4
"1467"	"TREE"	0	0	2	2	3	9
"1468"	"TRI"	-0.00919675647417624	0.155445656721735	3	3	2	4
"1469"	"TRIA"	-0.00815129929198111	0.614894718240904	3	4	2	12
"1470"	"TRICK"	-0.0068523786595261	0.364933888906186	3	1	3	5
"1471"	"TRIG"	-0.0116424102610886	0.104524120087573	3	3	2	4
"1472"	"TRK"	-0.00366339463566209	0.144329991580679	2	3	3	1
"1473"	"TROLL"	-0.00329876307599991	0.112151861156591	2	3	2	2
"1474"	"TRST"	-0.0167695274789237	0.152844065102329	3	3	2	4
"1475"	"TRUMP"	-0.00409384981294748	0.348042116818961	2	1	2	7
"1476"	"TRUST"	-0.0124657263188274	0.100580416484369	3	3	2	4
"1477"	"TRV"	-0.00889520402364833	0.291404509424813	3	4	3	13
"1478"	"TRX"	-0.00182977400289634	0.0973579703595985	2	3	3	1
"1479"	"TSC"	-0.0105085069948812	0.150733991314418	3	1	3	5
"1480"	"TSE"	-0.0082965963608586	0.348051870492722	3	1	2	6
"1481"	"TTC"	-0.00674181260352272	0.311132092046362	3	1	3	5
"1482"	"TUBE"	-0.00495553053700717	0.0699815710267007	2	3	2	2
"1483"	"TUR"	-0.00257639065288611	0.21144563936537	2	3	3	1
"1484"	"TWIST"	-0.0114746040379233	0.399162085253888	3	1	2	6
"1485"	"TWLV"	0	0	2	2	3	9
"1486"	"TX"	-0.00969078825016611	0.087417286843646	3	3	2	4
"1487"	"TZC"	-0.00903956622140677	0.0995701308362687	3	3	2	4
"1488"	"U"	0.00996291947934527	0.668835183146257	2	2	2	10
"1489"	"UBC"	-0.00329740356003796	0.0441488903421376	2	3	3	1
"1490"	"UBIQ"	-0.00420056629958268	0.102807085624053	2	3	2	2
"1491"	"UBQ"	-0.00870303515927824	0.0746363412468348	3	3	3	3
"1492"	"UBTC"	-0.0129539655888616	0.158713971158659	3	3	2	4
"1493"	"UET"	-0.00578432134511423	0.168212321677595	3	3	3	3
"1494"	"UETL"	-0.00324479052847209	0.0799941966993744	2	3	2	2
"1495"	"UFO"	-0.00329827936911592	0.0441316405612435	2	3	3	1
"1496"	"UIS"	-0.00672963747386641	0.270471753320154	3	1	3	5
"1497"	"UKG"	-0.00918605897276076	0.0972006391718092	3	3	2	4
"1498"	"UMC"	0.00263683304929942	0.133778982384374	2	1	3	8
"1499"	"UMO"	-0.00488649682786422	0.11223341914647	2	3	3	1
"1500"	"UNAT"	-0.00329710125087111	0.0441426595473074	2	3	3	1
"1501"	"UNB"	0	0	2	2	3	9
"1502"	"UNC"	0	0	2	2	3	9
"1503"	"UNF"	-0.00329848669308991	0.141505650391276	2	3	2	2
"1504"	"UNI"	-0.00849855177875523	0.26359501948402	3	1	3	5
"1505"	"UNIFY"	-0.0097076192414881	0.248518726489341	3	1	3	5
"1506"	"UNIQ"	-0.00329847694537566	0.0441210086049969	2	3	3	1
"1507"	"UNIT"	-0.00728220600163495	0.208889260557174	3	3	3	3
"1508"	"UNITS"	-0.009604562398694	0.336402314053169	3	1	3	5
"1509"	"UNITY"	-0.0032972629373369	0.0441239811414588	2	3	2	2
"1510"	"UNO"	-0.000668515158677425	0.166515101798623	2	3	2	2
"1511"	"UNRC"	-0.00652667428752759	0.191143790005603	3	3	3	3
"1512"	"UQC"	-0.00674403753304622	0.208791086270734	3	1	2	6
"1513"	"UR"	-0.00647583051895177	0.109059964791148	3	3	2	4
"1514"	"URO"	-0.000334792999038641	0.00639834389823064	2	3	2	2
"1515"	"USC"	-0.00343677019896425	0.294003366381898	2	1	2	7
"1516"	"USDE"	-0.00489637030162453	0.205232619068905	2	3	2	2
"1517"	"USDT"	-5.62922061938494e-05	0.00948681724670732	2	3	2	2
"1518"	"UTC"	-0.00821677350431702	0.111638313736592	3	3	3	3
"1519"	"UTH"	-0.00329798636260593	0.0441347384057458	2	3	2	2
"1520"	"UTIL"	-0.00329776646771019	0.0441383101740389	2	3	2	2
"1521"	"UTT"	-0.00450767860034013	0.121484789498168	2	3	3	1
"1522"	"VAL"	-0.00606544488637644	0.250356108838775	3	1	3	5
"1523"	"VAPOR"	-0.00380557097876378	0.124323039948424	2	3	3	1
"1524"	"VDO"	-0.00329827873430973	0.0441427047053803	2	3	2	2
"1525"	"VEC2"	-0.00903652705770943	0.140521229909431	3	3	3	3
"1526"	"VEG"	-0.00885925052051184	0.351970901539238	3	1	3	5
"1527"	"VERSA"	0	0	2	2	3	9
"1528"	"VET"	-0.0170165232753657	0.320385656382894	3	1	3	5
"1529"	"VIA"	-0.00717008801631025	0.0738330701589862	3	3	3	3
"1530"	"VIB"	-0.00741426569986794	0.0936457913952931	3	3	3	3
"1531"	"VIBE"	-0.0043993548231668	0.139375634869925	2	3	2	2
"1532"	"VIDZ"	-0.0069973553010314	0.242984950681028	3	1	2	6
"1533"	"VIOR"	-0.00329878015679183	0.0441234740037762	2	3	2	2
"1534"	"VIP"	-0.00757537902251306	0.328967866462323	3	1	2	6
"1535"	"VIRAL"	0	0	2	2	3	9
"1536"	"VISIO"	-0.0127034711608871	0.365888276196867	3	1	3	5
